sampleID_s2	seqID_s2	mouse_s2	day_s2	cage_s2	mouseID_s2	species_s2	sex_s2	age_s2	FMT_s2	FMT_type_s2	experiment_s2	group_s2	clinda35_s2	FMTID_s2	type_s2	survey_s2	human_group_s2	sampleID_s1	seqID_s1	mouse_s1	day_s1	cage_s1	mouseID_s1	species_s1	sex_s1	age_s1	FMT_s1	FMT_type_s1	experiment_s1	group_s1	clinda35_s1	FMTID_s1	type_s1	survey_s1	human_group_s1	label	sharedsobs	braycurtis	spearman	thetayc	thetayc_lci	thetayc_hci	jsd	sharednseqs
dn7_1269_1	dn7_1269_1	1269_1	-7	1269	1	mouse	M	10	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	dn7_1207_1	dn7_1207_1	1207_1	-7	1207	1	mouse	M	6	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	141	0.417055	0.875081	0.460349	0.444051	0.476646	0.157769	35228
dn7_1269_1	dn7_1269_1	1269_1	-7	1269	1	mouse	M	10	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	dn7_1203_1	dn7_1203_1	1203_1	-7	1203	1	mouse	F	6.5	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	124	0.526482	0.873504	0.495119	0.477708	0.512531	0.207611	30039
dn7_1269_2	dn7_1269_2	1269_2	-7	1269	2	mouse	M	10	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	dn7_1203_1	dn7_1203_1	1203_1	-7	1203	1	mouse	F	6.5	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	130	0.473349	0.877701	0.338772	0.321791	0.355753	0.16288	32344
dn7_1269_2	dn7_1269_2	1269_2	-7	1269	2	mouse	M	10	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	dn7_1207_1	dn7_1207_1	1207_1	-7	1207	1	mouse	M	6	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	148	0.36392	0.878633	0.280651	0.264649	0.296653	0.118556	37533
dn7_1270_1	dn7_1270_1	1270_1	-7	1270	1	mouse	F	9	mFMT	mouse	3	CDI	yes	yWT_spore	fecal	experiment	NA	dn7_1203_1	dn7_1203_1	1203_1	-7	1203	1	mouse	F	6.5	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	122	0.545574	0.872363	0.669301	0.657113	0.681488	0.252559	31838
dn7_1270_1	dn7_1270_1	1270_1	-7	1270	1	mouse	F	9	mFMT	mouse	3	CDI	yes	yWT_spore	fecal	experiment	NA	dn7_1207_1	dn7_1207_1	1207_1	-7	1207	1	mouse	M	6	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	141	0.464553	0.877011	0.612901	0.599993	0.625809	0.191932	37027
dn7_1270_2	dn7_1270_2	1270_2	-7	1270	2	mouse	F	9	mFMT	mouse	3	CDI	yes	yWT_spore	fecal	experiment	NA	dn7_1207_1	dn7_1207_1	1207_1	-7	1207	1	mouse	M	6	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	124	0.470988	0.859258	0.567672	0.553848	0.581495	0.18283	35761
dn7_1270_2	dn7_1270_2	1270_2	-7	1270	2	mouse	F	9	mFMT	mouse	3	CDI	yes	yWT_spore	fecal	experiment	NA	dn7_1203_1	dn7_1203_1	1203_1	-7	1203	1	mouse	F	6.5	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	109	0.542653	0.86335	0.62658	0.613469	0.639692	0.246143	30572
dn7_1271_1	dn7_1271_1	1271_1	-7	1271	1	mouse	F	8.5	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	dn7_1203_1	dn7_1203_1	1203_1	-7	1203	1	mouse	F	6.5	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	117	0.531893	0.878691	0.500733	0.486756	0.51471	0.217193	34428
dn7_1271_1	dn7_1271_1	1271_1	-7	1271	1	mouse	F	8.5	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	dn7_1207_1	dn7_1207_1	1207_1	-7	1207	1	mouse	M	6	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	127	0.440745	0.861976	0.405552	0.390639	0.420465	0.149019	39617
dn7_1271_2	dn7_1271_2	1271_2	-7	1271	2	mouse	F	8.5	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	dn7_1203_1	dn7_1203_1	1203_1	-7	1203	1	mouse	F	6.5	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	116	0.629948	0.863699	0.493969	0.481826	0.506112	0.231584	45118
dn7_1271_2	dn7_1271_2	1271_2	-7	1271	2	mouse	F	8.5	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	dn7_1207_1	dn7_1207_1	1207_1	-7	1207	1	mouse	M	6	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	127	0.482895	0.848029	0.407311	0.394593	0.42003	0.163767	50307
dn7_1271_3	dn7_1271_3	1271_3	-7	1271	3	mouse	F	8.5	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	dn7_1207_1	dn7_1207_1	1207_1	-7	1207	1	mouse	M	6	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	121	0.466307	0.861518	0.547794	0.533539	0.56205	0.182163	35987
dn7_1271_3	dn7_1271_3	1271_3	-7	1271	3	mouse	F	8.5	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	dn7_1203_1	dn7_1203_1	1203_1	-7	1203	1	mouse	F	6.5	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.03	110	0.52445	0.875451	0.593135	0.579557	0.606714	0.233033	30798
